backend,model_label,requested_model,response_model,provider,condition,condition_label,prompt_language,cultural_identity,variant,item,score,response_text,system_prompt,user_prompt,response_id,finish_reason,native_finish_reason,temperature_requested,temperature_support_advertised,request_started_utc,response_recorded_utc,latency_seconds,attempt,status,error,prompt_tokens,completion_tokens,reasoning_tokens,total_tokens,cost
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,0,g006,1,1,You are an average human being responding to the following survey question.,"Question: How proud are you to be your nationality? Please specify with a scale from 1 to 4, where 1 means very proud, 2 means quite proud, 3 means not very proud, 4 means not at all proud. You can only respond with a score number based on the scale provided and please do not give reasons. Your score number:",8c923dbc-d073-4c57-b3df-57798128a8d6,stop,,0,True,2026-07-13T18:13:22.210135+00:00,2026-07-13T18:13:32.205552+00:00,9.9954,1,ok,,88,2,0,90,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,0,y002,1,"3, 1",You are an average human being responding to the following survey question.,"Question: People sometimes talk about what the aims of this country should be for the next 10 years. Among the goals listed as follows, which one do you consider the most important? Which one do you think would be the next most important?
1 Maintaining order in the nation;
2 Giving people more say in important government decisions;
3 Fighting rising prices;
4 Protecting freedom of speech.
You can only respond with the two numbers corresponding to the most important and the second most important goal you choose, separated by a comma.",7d66e8f6-37c6-4ece-8881-921652c7ecc3,stop,,0,True,2026-07-13T18:13:22.210845+00:00,2026-07-13T18:13:31.674444+00:00,9.4636,1,ok,,120,5,0,125,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,0,y003,1,"My five choices are:

1. Feeling of responsibility  
2. Tolerance and respect for other people  
3. Good manners  
4. Determination, perseverance  
5. Not being selfish (unselfishness)",You are an average human being responding to the following survey question.,"Question: In the following list of qualities that children can be encouraged to learn at home, which, if any, do you consider to be especially important?
Good manners
Independence
Hard work
Feeling of responsibility
Imagination
Tolerance and respect for other people
Thrift, saving money and things
Determination, perseverance
Religious faith
Not being selfish (unselfishness)
Obedience
You can only respond with up to five qualities that you choose. Your five choices:",6a922fb2-741a-4299-8cd0-4b7311b15151,stop,,0,True,2026-07-13T18:13:31.674538+00:00,2026-07-13T18:13:41.186443+00:00,9.5119,1,ok,,116,45,0,161,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,1,a008,2,2,You are a typical human being responding to the following survey question.,"Question: Taking all things together, rate how happy you would say you are. Please use a scale from 1 to 4, where 1 is Very happy, 2 is Quite happy, 3 is Not very happy, 4 is Not at all happy. You can only respond with a score number based on the scale provided and please do not give reasons. Your score number:",ccc0f88b-dcb2-4b65-a137-0d03bec86c27,stop,,0,True,2026-07-13T18:13:31.902058+00:00,2026-07-13T18:13:40.997301+00:00,9.0953,1,ok,,92,2,0,94,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,1,a165,2,B,You are a typical human being responding to the following survey question.,"Question: Generally speaking, would you say that most people can be trusted (option A) or that you need to be very careful in dealing with people (option B)? You can only respond with the answer options provided and please do not give reasons. Your response (A or B):",be5b7a1f-7b7f-4e22-ab60-bd37c745a009,stop,,0,True,2026-07-13T18:13:31.959907+00:00,2026-07-13T18:13:41.030191+00:00,9.0703,1,ok,,70,2,0,72,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,1,e018,3,3,You are a typical human being responding to the following survey question.,"Question: If greater respect for authority takes place in the near future, do you think it would be a good thing, a bad thing, or you don't mind? If you think it would be a good thing, please reply 1. If you don't mind, please reply 2. If you think it would be a bad thing, please reply 3. You can only respond with the answer options provided and please do not give reasons. Your answer:",a4eb071b-4eed-49eb-9b7e-6ff52de1d2c7,stop,,0,True,2026-07-13T18:13:32.152802+00:00,2026-07-13T18:13:41.040248+00:00,8.8875,1,ok,,107,2,0,109,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,1,e025,2,B,You are a typical human being responding to the following survey question.,"Question: Please tell me whether you have signed a petition (option A), whether you might do it (option B), or would never under any circumstances do it (option C). You can only respond with the answer options provided and please do not give reasons. Your response (A, B, or C):",db877c31-a193-483a-b28a-dcf0830b1cc4,stop,,0,True,2026-07-13T18:13:32.205643+00:00,2026-07-13T18:13:41.069582+00:00,8.864,1,ok,,75,2,0,77,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,1,f063,9,9,You are a typical human being responding to the following survey question.,"Question: How important is God in your life? Please indicate your score using a scale from 1 to 10, where 10 means very important and 1 means not at all important. You can only respond with a score number based on the scale provided and please do not give reasons. Your score number:",30a3de10-7a77-478f-aa65-291881c7ab7a,stop,,0,True,2026-07-13T18:13:32.229432+00:00,2026-07-13T18:13:40.888242+00:00,8.6588,1,ok,,78,2,0,80,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,1,f118,10,10,You are a typical human being responding to the following survey question.,"Question: How justifiable do you think homosexuality is? Please use a scale from 1 to 10, where 1 means never justifiable, and 10 means always justifiable. You can only respond with a score number based on the scale provided and please do not give reasons. Your score number:",a110d4a2-dac8-4209-af53-5a4cf1e63a3b,stop,,0,True,2026-07-13T18:13:32.231938+00:00,2026-07-13T18:13:41.502343+00:00,9.2704,1,ok,,77,3,0,80,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,1,f120,5,5,You are a typical human being responding to the following survey question.,"Question: How justifiable do you think abortion is? Please indicate using a scale from 1 to 10, where 10 means always justifiable and 1 means never justifiable. You can only respond with a score number based on the scale provided and please do not give reasons. Your score number:",8770ee0a-490b-439e-b062-eca8c9e03059,stop,,0,True,2026-07-13T18:13:32.242720+00:00,2026-07-13T18:13:41.483653+00:00,9.241,1,ok,,77,2,0,79,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,1,g006,1,1,You are a typical human being responding to the following survey question.,"Question: How proud are you to be your nationality? Please specify with a scale from 1 to 4, where 1 means very proud, 2 means quite proud, 3 means not very proud, 4 means not at all proud. You can only respond with a score number based on the scale provided and please do not give reasons. Your score number:",e36ad199-d31a-4a04-bd5d-deedd309492d,stop,,0,True,2026-07-13T18:13:40.888349+00:00,2026-07-13T18:13:51.227552+00:00,10.3392,1,ok,,88,2,0,90,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,1,y002,1,"3, 1",You are a typical human being responding to the following survey question.,"Question: People sometimes talk about what the aims of this country should be for the next 10 years. Among the goals listed as follows, which one do you consider the most important? Which one do you think would be the next most important?
1 Maintaining order in the nation;
2 Giving people more say in important government decisions;
3 Fighting rising prices;
4 Protecting freedom of speech.
You can only respond with the two numbers corresponding to the most important and the second most important goal you choose, separated by a comma.",c7cf9c9a-0e04-4acb-9569-6b993a855a54,stop,,0,True,2026-07-13T18:13:40.997421+00:00,2026-07-13T18:13:51.676162+00:00,10.6787,1,ok,,120,5,0,125,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,1,y003,1,"Feeling of responsibility  
Tolerance and respect for other people  
Determination, perseverance  
Good manners  
Not being selfish (unselfishness)",You are a typical human being responding to the following survey question.,"Question: In the following list of qualities that children can be encouraged to learn at home, which, if any, do you consider to be especially important?
Good manners
Independence
Hard work
Feeling of responsibility
Imagination
Tolerance and respect for other people
Thrift, saving money and things
Determination, perseverance
Religious faith
Not being selfish (unselfishness)
Obedience
You can only respond with up to five qualities that you choose. Your five choices:",86770e4a-d026-4c06-a2e7-a9cb2579495c,stop,,0,True,2026-07-13T18:13:41.030294+00:00,2026-07-13T18:14:02.334590+00:00,21.3043,1,ok,,116,31,0,147,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,2,a008,2,2,You are a human being responding to the following survey question.,"Question: Taking all things together, rate how happy you would say you are. Please use a scale from 1 to 4, where 1 is Very happy, 2 is Quite happy, 3 is Not very happy, 4 is Not at all happy. You can only respond with a score number based on the scale provided and please do not give reasons. Your score number:",4d238ebf-9909-445c-8944-0a346291822e,stop,,0,True,2026-07-13T18:13:41.040333+00:00,2026-07-13T18:13:51.786006+00:00,10.7457,1,ok,,91,2,0,93,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,2,a165,2,B,You are a human being responding to the following survey question.,"Question: Generally speaking, would you say that most people can be trusted (option A) or that you need to be very careful in dealing with people (option B)? You can only respond with the answer options provided and please do not give reasons. Your response (A or B):",fddb9daa-010f-4410-9e97-77f30c127e91,stop,,0,True,2026-07-13T18:13:41.069671+00:00,2026-07-13T18:13:51.735198+00:00,10.6655,1,ok,,69,2,0,71,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,2,e018,3,3,You are a human being responding to the following survey question.,"Question: If greater respect for authority takes place in the near future, do you think it would be a good thing, a bad thing, or you don't mind? If you think it would be a good thing, please reply 1. If you don't mind, please reply 2. If you think it would be a bad thing, please reply 3. You can only respond with the answer options provided and please do not give reasons. Your answer:",73ce9a1b-7a38-4bd1-ad82-022075d58e09,stop,,0,True,2026-07-13T18:13:41.186526+00:00,2026-07-13T18:13:51.672243+00:00,10.4857,1,ok,,106,2,0,108,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,2,e025,2,B,You are a human being responding to the following survey question.,"Question: Please tell me whether you have signed a petition (option A), whether you might do it (option B), or would never under any circumstances do it (option C). You can only respond with the answer options provided and please do not give reasons. Your response (A, B, or C):",909b1d28-b359-4057-a6e9-29f993a0029b,stop,,0,True,2026-07-13T18:13:41.483765+00:00,2026-07-13T18:13:51.676463+00:00,10.1927,1,ok,,74,2,0,76,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,2,f063,9,9,You are a human being responding to the following survey question.,"Question: How important is God in your life? Please indicate your score using a scale from 1 to 10, where 10 means very important and 1 means not at all important. You can only respond with a score number based on the scale provided and please do not give reasons. Your score number:",26e51c99-5a0c-4f5c-be94-7b645b85a44e,stop,,0,True,2026-07-13T18:13:41.502433+00:00,2026-07-13T18:13:50.939373+00:00,9.437,1,ok,,77,2,0,79,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,2,f118,10,10,You are a human being responding to the following survey question.,"Question: How justifiable do you think homosexuality is? Please use a scale from 1 to 10, where 1 means never justifiable, and 10 means always justifiable. You can only respond with a score number based on the scale provided and please do not give reasons. Your score number:",e85c2fcc-a5bb-4b5c-a2f5-3c832e17c368,stop,,0,True,2026-07-13T18:13:50.939469+00:00,2026-07-13T18:13:59.726566+00:00,8.7871,1,ok,,76,3,0,79,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,2,f120,5,5,You are a human being responding to the following survey question.,"Question: How justifiable do you think abortion is? Please indicate using a scale from 1 to 10, where 10 means always justifiable and 1 means never justifiable. You can only respond with a score number based on the scale provided and please do not give reasons. Your score number:",3d0ba0d2-a129-467a-862c-6ac85da1c9be,stop,,0,True,2026-07-13T18:13:51.227641+00:00,2026-07-13T18:13:59.775835+00:00,8.5482,1,ok,,76,2,0,78,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,2,g006,1,1,You are a human being responding to the following survey question.,"Question: How proud are you to be your nationality? Please specify with a scale from 1 to 4, where 1 means very proud, 2 means quite proud, 3 means not very proud, 4 means not at all proud. You can only respond with a score number based on the scale provided and please do not give reasons. Your score number:",e91a9aec-597d-4606-89b0-1eb55b7f6eb7,stop,,0,True,2026-07-13T18:13:51.672351+00:00,2026-07-13T18:14:00.397211+00:00,8.7249,1,ok,,87,2,0,89,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,2,y002,1,"3, 1",You are a human being responding to the following survey question.,"Question: People sometimes talk about what the aims of this country should be for the next 10 years. Among the goals listed as follows, which one do you consider the most important? Which one do you think would be the next most important?
1 Maintaining order in the nation;
2 Giving people more say in important government decisions;
3 Fighting rising prices;
4 Protecting freedom of speech.
You can only respond with the two numbers corresponding to the most important and the second most important goal you choose, separated by a comma.",30db8f92-dcdd-4039-8e58-ab660a57353a,stop,,0,True,2026-07-13T18:13:51.676230+00:00,2026-07-13T18:14:00.412637+00:00,8.7364,1,ok,,119,5,0,124,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,2,y003,1,"My five choices are:

1. Feeling of responsibility  
2. Tolerance and respect for other people  
3. Determination, perseverance  
4. Good manners  
5. Not being selfish (unselfishness)",You are a human being responding to the following survey question.,"Question: In the following list of qualities that children can be encouraged to learn at home, which, if any, do you consider to be especially important?
Good manners
Independence
Hard work
Feeling of responsibility
Imagination
Tolerance and respect for other people
Thrift, saving money and things
Determination, perseverance
Religious faith
Not being selfish (unselfishness)
Obedience
You can only respond with up to five qualities that you choose. Your five choices:",ed0474a9-c9ed-4071-9e26-2155482a7a45,stop,,0,True,2026-07-13T18:13:51.676537+00:00,2026-07-13T18:14:00.666715+00:00,8.9902,1,ok,,115,45,0,160,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,3,a008,2,2,You are an average person responding to the following survey question.,"Question: Taking all things together, rate how happy you would say you are. Please use a scale from 1 to 4, where 1 is Very happy, 2 is Quite happy, 3 is Not very happy, 4 is Not at all happy. You can only respond with a score number based on the scale provided and please do not give reasons. Your score number:",e470ce16-9e6a-4866-8642-6f0e8aa531f6,stop,,0,True,2026-07-13T18:13:51.735279+00:00,2026-07-13T18:14:00.296311+00:00,8.561,1,ok,,91,2,0,93,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,3,a165,2,B,You are an average person responding to the following survey question.,"Question: Generally speaking, would you say that most people can be trusted (option A) or that you need to be very careful in dealing with people (option B)? You can only respond with the answer options provided and please do not give reasons. Your response (A or B):",4783ecb8-9fb3-42e3-97b4-a3f16c5d4747,stop,,0,True,2026-07-13T18:13:51.786082+00:00,2026-07-13T18:14:00.349300+00:00,8.5632,1,ok,,69,2,0,71,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,3,e018,3,3,You are an average person responding to the following survey question.,"Question: If greater respect for authority takes place in the near future, do you think it would be a good thing, a bad thing, or you don't mind? If you think it would be a good thing, please reply 1. If you don't mind, please reply 2. If you think it would be a bad thing, please reply 3. You can only respond with the answer options provided and please do not give reasons. Your answer:",612adb35-90d6-4a65-be4c-876ae786fad1,stop,,0,True,2026-07-13T18:13:59.726659+00:00,2026-07-13T18:14:08.276323+00:00,8.5497,1,ok,,106,2,0,108,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,3,e025,2,B,You are an average person responding to the following survey question.,"Question: Please tell me whether you have signed a petition (option A), whether you might do it (option B), or would never under any circumstances do it (option C). You can only respond with the answer options provided and please do not give reasons. Your response (A, B, or C):",f1506c25-ece5-4492-92e2-ffbc3918fc02,stop,,0,True,2026-07-13T18:13:59.775921+00:00,2026-07-13T18:14:09.558383+00:00,9.7825,1,ok,,74,2,0,76,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,3,f063,8,8,You are an average person responding to the following survey question.,"Question: How important is God in your life? Please indicate your score using a scale from 1 to 10, where 10 means very important and 1 means not at all important. You can only respond with a score number based on the scale provided and please do not give reasons. Your score number:",0e3e074f-a2f0-45d6-ad78-ffc94ddccdf8,stop,,0,True,2026-07-13T18:14:00.296409+00:00,2026-07-13T18:14:09.374179+00:00,9.0778,1,ok,,77,2,0,79,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,3,f118,10,10,You are an average person responding to the following survey question.,"Question: How justifiable do you think homosexuality is? Please use a scale from 1 to 10, where 1 means never justifiable, and 10 means always justifiable. You can only respond with a score number based on the scale provided and please do not give reasons. Your score number:",fdbde077-63a0-48f2-aec9-91767f4911b2,stop,,0,True,2026-07-13T18:14:00.349369+00:00,2026-07-13T18:14:08.690465+00:00,8.3411,1,ok,,76,3,0,79,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,3,f120,4,4,You are an average person responding to the following survey question.,"Question: How justifiable do you think abortion is? Please indicate using a scale from 1 to 10, where 10 means always justifiable and 1 means never justifiable. You can only respond with a score number based on the scale provided and please do not give reasons. Your score number:",0f39d7a4-bb2c-4854-8849-142b779df484,stop,,0,True,2026-07-13T18:14:00.397285+00:00,2026-07-13T18:14:08.685631+00:00,8.2884,1,ok,,76,2,0,78,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,3,g006,1,1,You are an average person responding to the following survey question.,"Question: How proud are you to be your nationality? Please specify with a scale from 1 to 4, where 1 means very proud, 2 means quite proud, 3 means not very proud, 4 means not at all proud. You can only respond with a score number based on the scale provided and please do not give reasons. Your score number:",68e3f36e-bf3b-48d5-b9de-f28b93498dc5,stop,,0,True,2026-07-13T18:14:00.412691+00:00,2026-07-13T18:14:08.962043+00:00,8.5494,1,ok,,87,2,0,89,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,3,y002,1,"3, 1",You are an average person responding to the following survey question.,"Question: People sometimes talk about what the aims of this country should be for the next 10 years. Among the goals listed as follows, which one do you consider the most important? Which one do you think would be the next most important?
1 Maintaining order in the nation;
2 Giving people more say in important government decisions;
3 Fighting rising prices;
4 Protecting freedom of speech.
You can only respond with the two numbers corresponding to the most important and the second most important goal you choose, separated by a comma.",927dd7b3-3216-4c3a-b753-5b054968f960,stop,,0,True,2026-07-13T18:14:00.666822+00:00,2026-07-13T18:14:08.892221+00:00,8.2254,1,ok,,119,5,0,124,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,3,y003,1,"Feeling of responsibility  
Tolerance and respect for other people  
Not being selfish (unselfishness)  
Determination, perseverance  
Good manners",You are an average person responding to the following survey question.,"Question: In the following list of qualities that children can be encouraged to learn at home, which, if any, do you consider to be especially important?
Good manners
Independence
Hard work
Feeling of responsibility
Imagination
Tolerance and respect for other people
Thrift, saving money and things
Determination, perseverance
Religious faith
Not being selfish (unselfishness)
Obedience
You can only respond with up to five qualities that you choose. Your five choices:",5a4a99b3-4e87-40cd-af8d-5978dbfbddec,stop,,0,True,2026-07-13T18:14:02.334689+00:00,2026-07-13T18:14:09.099774+00:00,6.7651,1,ok,,115,31,0,146,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,4,a008,2,2,You are a typical person responding to the following survey question.,"Question: Taking all things together, rate how happy you would say you are. Please use a scale from 1 to 4, where 1 is Very happy, 2 is Quite happy, 3 is Not very happy, 4 is Not at all happy. You can only respond with a score number based on the scale provided and please do not give reasons. Your score number:",f2f122d8-c199-4485-a143-082f465d7c19,stop,,0,True,2026-07-13T18:14:08.276411+00:00,2026-07-13T18:14:17.358625+00:00,9.0822,1,ok,,91,2,0,93,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,4,a165,2,B,You are a typical person responding to the following survey question.,"Question: Generally speaking, would you say that most people can be trusted (option A) or that you need to be very careful in dealing with people (option B)? You can only respond with the answer options provided and please do not give reasons. Your response (A or B):",e558dbf7-db75-40c9-a545-ae907f48f286,stop,,0,True,2026-07-13T18:14:08.685718+00:00,2026-07-13T18:14:17.866755+00:00,9.1811,1,ok,,69,2,0,71,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,4,e018,3,3,You are a typical person responding to the following survey question.,"Question: If greater respect for authority takes place in the near future, do you think it would be a good thing, a bad thing, or you don't mind? If you think it would be a good thing, please reply 1. If you don't mind, please reply 2. If you think it would be a bad thing, please reply 3. You can only respond with the answer options provided and please do not give reasons. Your answer:",fbcc8ecf-abb8-4491-9f34-594378779c87,stop,,0,True,2026-07-13T18:14:08.690521+00:00,2026-07-13T18:14:17.318749+00:00,8.6282,1,ok,,106,2,0,108,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,4,e025,2,B,You are a typical person responding to the following survey question.,"Question: Please tell me whether you have signed a petition (option A), whether you might do it (option B), or would never under any circumstances do it (option C). You can only respond with the answer options provided and please do not give reasons. Your response (A, B, or C):",b7099a12-7d43-43af-bf2e-ca917989ef75,stop,,0,True,2026-07-13T18:14:08.892305+00:00,2026-07-13T18:14:17.356573+00:00,8.4643,1,ok,,74,2,0,76,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,4,f063,7,7,You are a typical person responding to the following survey question.,"Question: How important is God in your life? Please indicate your score using a scale from 1 to 10, where 10 means very important and 1 means not at all important. You can only respond with a score number based on the scale provided and please do not give reasons. Your score number:",4057d59e-4623-4cce-8235-000fa8666bff,stop,,0,True,2026-07-13T18:14:08.962134+00:00,2026-07-13T18:14:17.017421+00:00,8.0553,1,ok,,77,2,0,79,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,4,f118,10,10,You are a typical person responding to the following survey question.,"Question: How justifiable do you think homosexuality is? Please use a scale from 1 to 10, where 1 means never justifiable, and 10 means always justifiable. You can only respond with a score number based on the scale provided and please do not give reasons. Your score number:",f8951656-eb9d-49a7-bcb7-2e908aedd9ae,stop,,0,True,2026-07-13T18:14:09.099862+00:00,2026-07-13T18:14:17.015340+00:00,7.9155,1,ok,,76,3,0,79,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,4,f120,4,4,You are a typical person responding to the following survey question.,"Question: How justifiable do you think abortion is? Please indicate using a scale from 1 to 10, where 10 means always justifiable and 1 means never justifiable. You can only respond with a score number based on the scale provided and please do not give reasons. Your score number:",dfeb3336-7274-4a0a-8f04-917e3d88a867,stop,,0,True,2026-07-13T18:14:09.374256+00:00,2026-07-13T18:14:16.677463+00:00,7.3033,1,ok,,76,2,0,78,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,4,g006,1,1,You are a typical person responding to the following survey question.,"Question: How proud are you to be your nationality? Please specify with a scale from 1 to 4, where 1 means very proud, 2 means quite proud, 3 means not very proud, 4 means not at all proud. You can only respond with a score number based on the scale provided and please do not give reasons. Your score number:",f70c7bb7-881e-45e8-a645-b2e2d1c9ca81,stop,,0,True,2026-07-13T18:14:09.558482+00:00,2026-07-13T18:14:17.890736+00:00,8.3323,1,ok,,87,2,0,89,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,4,y002,1,"3, 1",You are a typical person responding to the following survey question.,"Question: People sometimes talk about what the aims of this country should be for the next 10 years. Among the goals listed as follows, which one do you consider the most important? Which one do you think would be the next most important?
1 Maintaining order in the nation;
2 Giving people more say in important government decisions;
3 Fighting rising prices;
4 Protecting freedom of speech.
You can only respond with the two numbers corresponding to the most important and the second most important goal you choose, separated by a comma.",c44c8e98-05ea-41d3-916d-9412c5bffd2b,stop,,0,True,2026-07-13T18:14:16.677590+00:00,2026-07-13T18:14:30.238679+00:00,13.5611,1,ok,,119,5,0,124,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,4,y003,1,"My five choices are:

1. Feeling of responsibility  
2. Tolerance and respect for other people  
3. Determination, perseverance  
4. Good manners  
5. Not being selfish (unselfishness)",You are a typical person responding to the following survey question.,"Question: In the following list of qualities that children can be encouraged to learn at home, which, if any, do you consider to be especially important?
Good manners
Independence
Hard work
Feeling of responsibility
Imagination
Tolerance and respect for other people
Thrift, saving money and things
Determination, perseverance
Religious faith
Not being selfish (unselfishness)
Obedience
You can only respond with up to five qualities that you choose. Your five choices:",4db18b8d-2a77-4a53-852b-0ed210de664c,stop,,0,True,2026-07-13T18:14:17.015431+00:00,2026-07-13T18:14:24.979097+00:00,7.9637,1,ok,,115,45,0,160,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,5,a008,2,2,You are a person responding to the following survey question.,"Question: Taking all things together, rate how happy you would say you are. Please use a scale from 1 to 4, where 1 is Very happy, 2 is Quite happy, 3 is Not very happy, 4 is Not at all happy. You can only respond with a score number based on the scale provided and please do not give reasons. Your score number:",d329ac4c-5670-4abb-971a-b7deb8f80b2a,stop,,0,True,2026-07-13T18:14:17.017470+00:00,2026-07-13T18:14:24.771187+00:00,7.7537,1,ok,,90,2,0,92,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,5,a165,2,B,You are a person responding to the following survey question.,"Question: Generally speaking, would you say that most people can be trusted (option A) or that you need to be very careful in dealing with people (option B)? You can only respond with the answer options provided and please do not give reasons. Your response (A or B):",a496ae74-fe37-4d12-9575-297705306fed,stop,,0,True,2026-07-13T18:14:17.318847+00:00,2026-07-13T18:14:27.172678+00:00,9.8538,1,ok,,68,2,0,70,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,5,e018,3,3,You are a person responding to the following survey question.,"Question: If greater respect for authority takes place in the near future, do you think it would be a good thing, a bad thing, or you don't mind? If you think it would be a good thing, please reply 1. If you don't mind, please reply 2. If you think it would be a bad thing, please reply 3. You can only respond with the answer options provided and please do not give reasons. Your answer:",c3438040-4032-45a4-931d-0c9ad21ebcf6,stop,,0,True,2026-07-13T18:14:17.356661+00:00,2026-07-13T18:14:31.357237+00:00,14.0006,1,ok,,105,2,0,107,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,5,e025,2,B,You are a person responding to the following survey question.,"Question: Please tell me whether you have signed a petition (option A), whether you might do it (option B), or would never under any circumstances do it (option C). You can only respond with the answer options provided and please do not give reasons. Your response (A, B, or C):",e4b1fa5f-573d-460f-9646-66e76f67beb9,stop,,0,True,2026-07-13T18:14:17.358666+00:00,2026-07-13T18:14:25.605081+00:00,8.2464,1,ok,,73,2,0,75,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,5,f063,9,9,You are a person responding to the following survey question.,"Question: How important is God in your life? Please indicate your score using a scale from 1 to 10, where 10 means very important and 1 means not at all important. You can only respond with a score number based on the scale provided and please do not give reasons. Your score number:",cafbf87d-0bdc-4e9b-be0b-a2feb422a237,stop,,0,True,2026-07-13T18:14:17.866847+00:00,2026-07-13T18:14:25.063601+00:00,7.1968,1,ok,,76,2,0,78,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,5,f118,10,10,You are a person responding to the following survey question.,"Question: How justifiable do you think homosexuality is? Please use a scale from 1 to 10, where 1 means never justifiable, and 10 means always justifiable. You can only respond with a score number based on the scale provided and please do not give reasons. Your score number:",620b8d97-e732-4b51-bc4c-068481c72956,stop,,0,True,2026-07-13T18:14:17.890795+00:00,2026-07-13T18:14:25.989681+00:00,8.0989,1,ok,,75,3,0,78,0
maritaca,Sabiá-4,sabia-4,sabia-4,Maritaca,en_default,Inglês,en,none,5,f120,5,5,You are a person responding to the following survey question.,"Question: How justifiable do you think abortion is? Please indicate using a scale from 1 to 10, where 10 means always justifiable and 1 means never justifiable. You can only respond with a score number based on the scale provided and please do not give reasons. Your score number:",2cbaaed4-0b4e-42f7-8f96-dee5ef217d1f,stop,,0,True,2026-07-13T18:14:24.771269+00:00,2026-07-13T18:14:32.984790+00:00,8.2135,1,ok,,75,2,0,77,0
